brand,title,price,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,description,collection_name,collection_url,url,photos_path,product_dimensions
Toms,RESIDENT INDIGO RIPSTOP 'INDIGO',"₹ 8,499.00",TOMS Shoes,China,V Retail Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,10020278,"Inspired by our bestselling Alpargata, the Alp Resident 2.0 brings comfort and durability together in one shoe. Now designed with an increased midsole height for extra flexibility and comfort, so you'll be ready for whatever the day brings.  Ripstop uppers. Total outsole height at heel is 1 1/4"". OrthoLite® Eco LT Hybrid™ insoles made with 26% eco content (15% waste foam, 5% recycled content & 6% bio-oils). New midsole height for extra comfort. EVA midsole with rubber sole. Vegan Elastic knit collar. Nubuck PU heel pull. TOMS is a proud member of the Fair Labor Association—working with suppliers that conduct their businesses ethically, engage with workers, ensure safe working conditions, and establish human rights compliance and social responsibility. When you buy TOMS, you help fund access to mental health resources for the millions of people who need them. Wear TOMS. WEAR GOOD.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/resident-indigo-ripstop-indigo,data/superkicks/men-sneakers/photos/Toms/RESIDENT INDIGO RIPSTOP 'INDIGO',
Converse,CHUCK 70 AT-CX HIGH 'BLACK',"₹ 9,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A07987C,High-top platforms with canvas upper A CX foam midsole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and canvas winged tongue for ease of entry Premium laces and a faux leather patch elevate the design,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-at-cx-high-black,data/superkicks/men-sneakers/photos/Converse/CHUCK 70 AT-CX HIGH 'BLACK',
Adidas Originals,BAD BUNNY CAMPUS 'SUPCOL/SUPCOL/CWHITE',"₹ 15,999.00",Adidas,Indonesia,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,ID2529,"SIGNATURE SHOES SPARKED BY THE CREATIVE VISION OF BAD BUNNY. Contoured outsoles. Bold 3-Stripes. And casual style for days. These adidas Campus shoes uphold everything you love about the classic Campus design, but this time with the unmistakable look of a Bad Bunny collaboration. A smooth leather upper conforms to your foot, and a soft interior lining keeps every step comfortable.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/bad-bunny-campus-supcol-supcol-cwhite,data/superkicks/men-sneakers/photos/Adidas Originals/BAD BUNNY CAMPUS 'SUPCOL/SUPCOL/CWHITE',
Adidas Originals,RIVALRY LOW 'GREEN/WHITE',"₹ 8,999.00",Adidas,China,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IE7209,"SKATE-INSPIRED SHOES WITH COMFORTABLE DETAILS AND TIMELESS STYLE. It's not hard to see why the adidas Rivalry quickly became the shoes of choice for skaters everywhere. Now they've evolved to appeal to the masses — and they're perfect for everyday style. Somehow both chunky and sleek, the timeless silhouette is versatile enough to match up with anything. This release is made with a durable upper that's soft and comfortable. Lace up and you're ready for your next adventure. No skateboard required.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/rivalry-low-green-white,data/superkicks/men-sneakers/photos/Adidas Originals/RIVALRY LOW 'GREEN/WHITE',
Converse,CHUCK 70 PLUS HI 'BLACK/EGRET/BLACK',"₹ 6,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A00916C,"The Converse Chuck 70 Plus Canvas is a convincing new edition of the Converse classic and features a futuristic, black and white design with iconic details, also in Women's with smaller sizes. Eye-catchers are the asymmetrical lines and the split rubber, which give the chuck an expressive look. The characteristic logo patch in the ankle area should not be missing. The OrthoLite® insole allows for an optimally cushioned and therefore very pleasant walking experience.  Textile upper Lacing system Textile lining Rubber outsole Ventilation holes Rubber toe cap Metal eyelets",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-plus-hi-black-egret-black,data/superkicks/men-sneakers/photos/Converse/CHUCK 70 PLUS HI 'BLACK/EGRET/BLACK',
Adidas Originals,NMD_R1 'CORE BLACK/CARBON/GREY FIVE',"₹ 14,999.00",Adidas,Vietnam,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IG5535,"SLEEK TRAINERS MADE IN PART WITH RECYCLED MATERIALS. The adidas NMD_R1 shoes are made for trailblazers, city explorers and those who just want to stay comfortable. The iconic silhouette never fails to energise your style — and this version takes a fresh approach with lengthwise weldings and a double-layer mesh upper with a graphic print underneath. The responsive BOOST midsole will go as far as you will — so don't be timid. Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/nmd_r1-core-black-carbon-grey-five,data/superkicks/men-sneakers/photos/Adidas Originals/NMD_R1 'CORE BLACK/CARBON/GREY FIVE',
Nike,AIR FORCE 1 '07 'LT IRON ORE/LT IRON ORE-LT OREWOOD BRN',"₹ 11,895.00",Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,FD3365-001,"Classic and comfortable, you'll want to wear these AF1s time after time. Smooth suede and a plush collar give these kicks a premium feel, while the gum sole adds a retro look. Of course, some things never change: Nike Air units still cushion your every step.timeFrom tough stitching to pristine materials to the cupsole design, these kicks deliver durable style that's smoother than backboard glass.Originally designed for performance hoops, Nike Air cushioning provides lasting comfort.Low-cut, padded collar looks sleek and feels great.Rubber outsole with hoops pivot circles adds durable traction and heritage style.More Details  Rope laces Foam midsole Perforation on toe",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-07-lt-iron-ore-lt-iron-ore-lt-orewood-brn,data/superkicks/men-sneakers/photos/Nike/AIR FORCE 1 '07 'LT IRON ORE/LT IRON ORE-LT OREWOOD BRN',
Toms,WMN'S ORGANIC COTTON DARK NAVY CANVAS SLIP ONS 'NAVY',"₹ 3,999.00",TOMS Shoes,China,V Retail Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,10017712,"Our day one women’s Alpargata slip-on is now designed using earth-conscious materials to lessen your impact on the planet and bring maximum comfort to your day-to-day shoe. Step into these espadrilles in navy recycled cotton canvas, and spark change with every stride.   Recycled Cotton upper, lining and sock-liner made with 50% recycled cotton which helps keep textile waste out of landfills and requires less water and energy than conventional cotton Durable, flexible outsole bound directly to the upper via Direct Injected TPR construction for a seamless fit Custom TOMS comfort insole with 50% Eco content (25% recycled PU foam, 15% recycled rubber, 10% bio oil), which means it has less of an impact on the environment Elastic gore for easy on and off Part of the earthwise™ collection, products designed with the planet in mind. We commit 1/3 of our profits to support people working to build equity at the grassroots level.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-organic-cotton-dark-navy-canvas-slip-ons-navy,data/superkicks/men-sneakers/photos/Toms/WMN'S ORGANIC COTTON DARK NAVY CANVAS SLIP ONS 'NAVY',
Nike,BLAZER LOW '77 VINTAGE 'BLACK/WHITE',"₹ 7,195.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DA6364-001,"Praised by the streets for its classic simplicity and comfort, the Nike Blazer Low '77 Vintage returns with its low-profile style and heritage b-ball looks.Featuring luscious suede details, a retro Swoosh design and a super-soft collar, it's the must-have wardrobe staple that will take you everywhere.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/blazer-low-77-vintage-1,data/superkicks/men-sneakers/photos/Nike/BLAZER LOW '77 VINTAGE 'BLACK/WHITE',
Toms,ALP FWD BLACK CASUAL 'BLACK',"₹ 6,999.00",TOMS Shoes,China,V Retail Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,10020307,"Our most comfortable, versatile, easy-to-wear Alp yet. Redesigned with improved fit and proportions featuring a padded collar and rubber outsole. Wear an icon. Wear TOMS. WEAR GOOD.   Outsole height approximately 1,3 cm"". Removable OrthoLite® Eco LT Hybrid™ insoles made with 26% eco content (15% waste foam, 5% recycled content & 6% bio-oils). Updated Classic ALP upper with modified proportions. Elastic gore for easy fit. Vegan TENCEL™ Lyocell lining and sock liner, made with wood pulp from sustainably managed forests. Rubber cupsole. Now in a roomier D-width, meaning the mold is a size larger compared to our classic alp. TOMS is a proud member of the Fair Labor Association—working with suppliers that conduct their businesses ethically, engage with workers, ensure safe working conditions, and establish human rights compliance and social responsibility. When you buy TOMS, you help fund access to mental health resources for the millions of people who need them. Wear TOMS. WEAR GOOD.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/alp-fwd-black-casual-black,data/superkicks/men-sneakers/photos/Toms/ALP FWD BLACK CASUAL 'BLACK',
Nike,"SABRINA 1 ""SPARK"" EP 'OXYGEN PURPLE/BLACK-LEMON CHIFFON'","₹ 10,795.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,FQ3389-501,"Sabrina Ionescu's game is unique, hard to define and built with an undeniable craft. Her signature shoe helps you unlock your versatility with a snappy forefoot Zoom Air and cloud-like React foam to help keep you energized. We used insights from next-gen athletes around the world to bring grippy, best-in-class traction, reliable midfoot support and stability to the court—which every hooper needs. Built for crafty players like Sabrina but made for anyone who's ready to put in the work to take their game to the next level. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Behind the DesignSabrina can be the electrical charge needed to ignite a generation of current and future hoopers on the come up. This special look is infused with voltaic-like sparks of energy and electricity.Cut QuicklyAthletes around the world informed us on how to build the traction pattern on the outsole. The result? It helps you feel quick in and out of cuts. Feel the hardwood under your feet as you change direction on a dime.Stay FreshWe’ve paired a top-loaded forefoot Air Zoom unit with a full-length React foam core to deliver the ideal balance of stability, ground control and cushioning. The unstoppable combination meets at the intersection of speed and endurance, allowing you to play fast and dictate tempo without feeling depleted as the game rages on.Play with ConfidenceWe teamed the collar with a midfoot band system allows conformability and adjustability around the arch of your foot, all in the name of unlocking quick play and inspiring confidence on the court.Security Up TopThe collar offers optimal support with minimalism, giving you the support you need, without unnecessary ounces.Personal TouchWhenever Sabrina signs her autograph, she signs her name with a dot above her signature, true to her Romanian pronunciation. This detail, wrapped around her shoe, pays homage to the Ionescu family and the communities that helped push her to make playing pro ball possible.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/sabrina-lonescu-sabrina-1-spark-ep-oxygen-purple-black-lemon-chiffon,"data/superkicks/men-sneakers/photos/Nike/SABRINA 1 ""SPARK"" EP 'OXYGEN PURPLE/BLACK-LEMON CHIFFON'",
Converse,RUN STAR LEGACY CX FUTURE COMFORT 'BEIGE',"₹ 8,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A00868C,"The latest iteration of the best-selling Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.  High-top platforms with upper made from about 50% recycled cotton canvas A CX foam midsole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and canvas winged tongue for ease of entry Premium laces and a faux leather patch elevate the design",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-run-star-legacy-cx-future-comfort-beige,data/superkicks/men-sneakers/photos/Converse/RUN STAR LEGACY CX FUTURE COMFORT 'BEIGE',
Converse,CHUCK 70 CRAFTED OLLIE PATCH 'VARSITY RED',"₹ 6,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04499C,Get your hands on the Chuck 70 Crafted Ollie Patch from the best sneaker stockists around the world.    Canvas upper is lightweight and durable The timeless silhouette you know and love High profile for classic coverage Medial eyelets enhance airflow Classic All Star ankle patch,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-crafted-ollie-patch-varsity-red,data/superkicks/men-sneakers/photos/Converse/CHUCK 70 CRAFTED OLLIE PATCH 'VARSITY RED',
Converse,CHUCK TAYLOR ALL STAR 'BLUE/LIGHT BLUE',"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04545C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-blue-light-blue,data/superkicks/men-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR 'BLUE/LIGHT BLUE',
Puma,PUMA x PERKS AND MINI SUEDE VTG 'FRESH PEAR',"₹ 8,999.00",Puma,Indonesia,Puma India Pvt. Ltd.,0.95kg,Shoe,1 Pairs,Superkicks India Pvt. Ltd.,39476801,Back to the PAMPUMA island: The joint collaboration with Perks and Mini brings you back to the creative BIOVERSE. The new designs are made of robust materials and have light graphics and elements inspired by football. Like this version of the our Suede VTG sneakers. The vintage silhouette dons its signature suede upper for a look you can lounge in while on the island.,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/puma-x-perks-and-mini-suede-vtg-fresh-pear,data/superkicks/men-sneakers/photos/Puma/PUMA x PERKS AND MINI SUEDE VTG 'FRESH PEAR',
Nike,AIR MAX 1 'SAIL/DEEP ROYAL BLUE-LT OREWOOD BRN',"₹ 12,795.00",Nike India Pvt. Ltd.,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FQ8048-133,"Aged neutrals and rich textures work together in updating a celebrated icon. Originally inspired by French architecture, the Air Max 1 is the first shoe in the family that revealed Nike Air to the world. With a fast-paced look, tried-and-true cushioning and wavy mudguard, it’s no wonder it reigns supreme since 1987.Mixed materials on the upper create a layered look.Plush and comfortable, Max Air cushioning has just the right amount of support.Waffle outsole with grooves provides traction that's flexible and durable.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-1-sail-deep-royal-blue-lt-orewood-brn,data/superkicks/men-sneakers/photos/Nike/AIR MAX 1 'SAIL/DEEP ROYAL BLUE-LT OREWOOD BRN',
Adidas Originals,RIVALRY 86 LOW 'OFF WHITE/CORE BLACK/WONDER BEIGE',"₹ 10,999.00",Adidas India Pvt. Ltd.,China,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE7171,"SHOES THAT BRIDGE THE GAP BETWEEN SPORT AND STREET ATTITUDE. With roots in the 1980s basketball archives, adidas Rivalry shoes now have influence far beyond the hardwood. Adopted by skaters, punks and artists alike, they represent a certain nostalgia that also rocks attitude. Made with a leather and nubuck upper, this release has a low-profile and muted colours for a premium look. The rubber outsole provides traction and stability.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/rivalry-86-low-off-white-core-black-wonder-beige,data/superkicks/men-sneakers/photos/Adidas Originals/RIVALRY 86 LOW 'OFF WHITE/CORE BLACK/WONDER BEIGE',
Converse,RUN STAR LEGACY CX HI 'TAWNY OWL/NATURAL IVORY',"₹ 9,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A07986C,"Created in 1917 as a non-skid basketball shoe, the All Star was originally promoted for its superior court performance by basketball mastermind Chuck Taylor. But over the decades, something incredible happened: The sneaker, with its timeless silhouette and unmistakable ankle patch, was organically adopted by rebels, artists, musicians, dreamers, thinkers and originals. A reimagination of the fan-favourite Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner help keep you light on your feet, while hiker-inspired and distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down. Now with utility laces for an outdoor-ready edge.  High-top platform shoe with durable cotton canvas upper and jungle cloth tongue CX foam insole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Utility-inspired laces with lace lock for an outdoor-ready look Embroidered Chuck Taylor ankle patch Elevation Height: 49mm Chuck Taylor All Star Origins",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/run-star-legacy-cx-hi-tawny-owl-natural-ivory,data/superkicks/men-sneakers/photos/Converse/RUN STAR LEGACY CX HI 'TAWNY OWL/NATURAL IVORY',
Converse,CHUCK TAYLOR ALL STAR 'CHARCOAL',"₹ 4,299.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,1J793C,"We could tell you that it's the OG basketball shoe, created over 100 years ago. Or that the design has largely stayed the same, because why mess with a good thing. Or how it became the unofficial sneaker of all your favorite artists and musicians, who each made it their own. Yeah, we could share a lot of stories, but the one that matters most isn't ours it's yours. It's how and where you take your Chucks. The legacy is long, but what comes next is up to you. We just make the shoe. You make the stories.  Canvas upper is lightweight and durable The timeless silhouette you know and love High profile for classic coverage Medial eyelets enhance airflow Classic All Star ankle patch",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-charcoal,data/superkicks/men-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR 'CHARCOAL',
Asics,NEEDLES X EX89 'WHITE/WHITE',"₹ 11,999.00","SHYANG YING CO.,LTD.",Vietnam,ASICS INDIA PVT. LTD,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1201A942.100,"ASICS has teamed up with fellow Japanese brand Needles to update the EX-89. Equipped with a full leather construction, this EX-89 features purple stitching throughout the upper. The heel counter features Needles' signature emblem alongside an embroidered ASICS logo, whilst the tongues are mismatched to feature each brand's logo on either side. - ASICS SportStyle EX-89 x Needles BLACK/BLACK - Leather upper - Contrast stitching - Co-branding on heels & tongues - Rubber outsole",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/ex89-white-white,data/superkicks/men-sneakers/photos/Asics/NEEDLES X EX89 'WHITE/WHITE',
Reebok,CL NYLON 'HARGRN/FTWWHT/HARGRN',"₹ 5,999.00",Reebok,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE4539,"Everyday shoes are basically your best friend: there for you through it all. This pair from is up for the task, whether your schedule looks busy or you're just hanging out. Lightweight, durable textile upper with leather overlays Eyelets with secure lace-up closure Cushioned footbed for added comfort Thick protective foxing around midsole Patterned synthetic outsole for better grip Reebok signature branding print",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/cl-nylon-hargrn-ftwwht-hargrn,data/superkicks/men-sneakers/photos/Reebok/CL NYLON 'HARGRN/FTWWHT/HARGRN',
Nike,BLAZER LOW '77 VINTAGE 'WHITE/PINE GREEN-SAIL-BLACK',"₹ 7,195.00",Nike India Pvt. Ltd.,India,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DA6364-115,"FROM B-BALL HISTORY TO FASHION STAPLE.Praised by the streets for its classic simplicity and comfort, the Nike Blazer Low '77 Vintage returns with its low-profile style and heritage b-ball looks. Featuring luscious suede details, a retro Swoosh design and a super-soft collar, it's the must-have wardrobe staple that will take you everywhere.Originally designed for performance hoops, the Nike Blazer Low offers durability and comfort that lasts. The nearly 1-to-1 remake features crisp leather on the upper with soft suede and synthetic details for added durability and throwback styling.The ultra-clean colors, simple lines and low-cut, padded collar creates a sleek look that feels great.The vulcanised construction fuses the outsole to midsole for a streamlined look that's durable and comfortable.The solid rubber outsole with herringbone pattern adds traction, durability and heritage styling.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/blazer-low-77-vintage-white-pine-green-sail-black,data/superkicks/men-sneakers/photos/Nike/BLAZER LOW '77 VINTAGE 'WHITE/PINE GREEN-SAIL-BLACK',
Asics,JAPAN S ST 'WHITE/MIDNIGHT',"₹ 6,999.00",ASICS INDIA PVT. LTD,Cambodia,ASICS INDIA PVT. LTD,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1203A289.107,"Basketball heritage meets elevated comfort on the JAPAN S™ ST sneaker. Based on one of our throwback offerings from 1981, this silhouette evolves an iconic design with amplified cushioning properties.  This shoe's upper features a layered leather construction and elevated accent details that help create unique color blocking combinations. The sole's platform tooling is updated with GEL™ technology underfoot. It's designed to help provide advanced underfoot comfort for today's modern lifestyle.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/japan-s-st-white-midnight,data/superkicks/men-sneakers/photos/Asics/JAPAN S ST 'WHITE/MIDNIGHT',
Converse,CHUCK 70 AT-CX MONO 'BLACK',"₹ 7,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04582C,"This fall, the Chuck 70 AT-CX keeps it simple in mono. The colors may be toned-down, but the adventurous style is as bold as ever. With CX comfort and a trek-ready build inspired by retro hiking styles, the Chuck 70 AT-CX was designed for the always wondering, always wandering creative explorer.  High-top boot with 12oz polyester canvas upper. CX sockliner with a lightweight CX midsole for all-day comfort. Hiking boot inspired TPU Bosey toe for durability. Diamond lugged outsole for traction on a variety of surfaces. Durable cotton laces.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-at-cx-mono-black,data/superkicks/men-sneakers/photos/Converse/CHUCK 70 AT-CX MONO 'BLACK',
